camera,camera_indicator,total_apps,running_process,total_apps_with_internet_permission,upload_rate,download_rate,firewall_stat,malicious_website_visits,running_process_with_all_permission,malicious_stat,risk_factor
1,1,16,9,11,47,213,1,0,2,0,low
0,0,16,6,11,116,94,1,1,0,0,low
1,0,16,5,11,46,437,0,0,0,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,3,11,121,268,1,1,0,0,low
1,0,16,3,11,33,0,0,1,3,1,high
1,1,16,3,11,82,399,1,0,1,0,low
1,1,16,5,11,170,340,1,1,3,0,low
1,0,16,9,11,185,246,0,1,2,1,high
0,0,16,0,11,0,0,0,0,0,1,medium
0,0,16,0,11,0,0,1,0,0,0,low
1,1,16,4,11,91,454,0,0,0,1,medium
1,1,16,7,11,132,382,0,0,2,0,medium
0,0,16,8,11,122,72,0,0,2,1,medium
0,0,16,7,11,12,405,1,1,1,0,low
0,0,16,7,11,86,368,1,1,0,0,low
0,0,16,0,11,0,0,1,0,0,0,low
1,0,16,1,11,88,227,0,1,2,1,high
1,0,16,3,11,124,140,0,0,0,1,medium
0,0,16,4,11,28,242,1,1,3,0,low
1,1,16,8,11,58,32,0,0,0,0,medium
0,0,16,9,11,116,236,0,1,2,0,medium
0,0,16,2,11,16,250,0,0,2,1,medium
0,0,16,6,11,109,433,0,0,1,0,medium
1,1,16,10,11,81,348,1,1,1,0,low
1,1,16,6,11,172,429,1,0,3,0,low
1,1,16,6,11,96,280,1,1,3,0,low
1,0,16,5,11,68,30,0,0,3,1,medium
0,0,16,0,11,0,0,1,0,0,0,low
1,0,16,8,11,40,377,0,0,3,1,medium
0,0,16,8,11,147,200,0,0,1,1,medium
0,0,16,10,11,153,458,0,0,0,0,medium
1,1,16,6,11,73,20,0,1,3,0,medium
1,0,16,2,11,65,46,0,0,2,1,medium
1,0,16,7,11,26,186,0,0,2,0,medium
1,0,16,5,11,175,377,1,0,3,1,medium
0,0,16,1,11,123,163,0,0,2,1,medium
0,0,16,5,11,1,76,0,1,2,1,medium
1,0,16,9,11,47,81,1,0,3,1,medium
1,1,16,1,11,97,264,0,1,3,0,medium
1,1,16,10,11,69,1,0,0,3,0,medium
0,0,16,7,11,115,155,1,0,2,0,low
1,1,16,6,11,60,52,1,1,3,0,low
1,0,16,8,11,140,203,0,1,1,1,high
1,1,16,8,11,64,321,1,1,1,0,low
0,0,16,9,11,40,152,0,1,1,0,medium
1,1,16,10,11,185,66,0,1,1,1,medium
1,0,16,7,11,13,157,1,1,2,0,medium
1,0,16,7,11,134,38,0,1,1,1,high
1,0,16,1,11,107,87,1,1,1,0,medium
0,0,16,9,11,68,279,0,1,2,0,medium
1,0,16,2,11,53,187,1,0,1,0,medium
1,0,16,2,11,36,367,1,0,0,1,medium
1,1,16,1,11,190,66,1,1,2,0,low
1,1,16,6,11,136,419,1,1,1,0,low
1,0,16,9,11,95,364,1,1,1,0,medium
0,0,16,9,11,180,187,1,1,0,0,low
0,0,16,5,11,113,63,1,0,2,0,low
0,0,16,10,11,55,211,1,1,0,0,low
1,0,16,2,11,82,206,0,0,1,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,6,11,80,303,1,0,2,0,low
0,0,16,1,11,171,215,0,1,0,0,medium
1,1,16,6,11,116,245,1,0,3,0,low
1,0,16,9,11,55,182,1,1,2,1,medium
1,0,16,9,11,116,228,1,0,0,1,medium
0,0,16,0,11,0,0,0,0,0,1,medium
0,0,16,3,11,6,8,1,0,1,0,low
0,0,16,9,11,45,17,1,1,1,0,low
1,0,16,6,11,158,444,1,1,3,0,medium
1,0,16,10,11,125,384,1,1,2,0,medium
0,0,16,3,11,67,482,0,0,0,1,medium
1,0,16,6,11,168,155,1,1,3,1,medium
1,1,16,7,11,124,16,1,0,3,0,low
0,0,16,3,11,99,405,1,1,1,0,low
1,1,16,10,11,185,104,1,0,3,0,low
1,1,16,6,11,173,252,0,1,2,0,medium
0,0,16,1,11,94,335,1,1,0,0,low
0,0,16,10,11,179,125,0,1,3,1,medium
0,0,16,10,11,186,93,0,1,3,1,medium
0,0,16,3,11,10,426,1,0,1,0,low
1,1,16,8,11,28,63,0,0,3,0,medium
0,0,16,9,11,176,12,1,1,1,0,low
0,0,16,5,11,35,434,1,1,3,0,low
0,0,16,5,11,27,333,1,0,3,0,low
1,0,16,6,11,174,62,0,1,3,1,high
1,1,16,7,11,186,204,1,1,3,0,low
0,0,16,10,11,198,253,0,1,3,1,medium
1,0,16,8,11,140,300,0,0,2,1,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,3,11,24,472,0,0,1,1,medium
0,0,16,0,11,0,0,0,0,0,0,medium
0,0,16,4,11,136,424,1,0,3,0,low
1,1,16,9,11,42,176,1,0,1,0,low
1,0,16,10,11,171,36,1,1,2,0,medium
0,0,16,10,11,166,307,1,0,2,0,low
1,0,16,10,11,22,334,1,1,1,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
1,0,16,6,11,124,13,0,0,3,0,medium
0,0,16,4,11,70,235,1,1,0,0,low
0,0,16,8,11,107,91,1,1,0,0,low
1,0,16,10,11,63,200,1,1,1,1,medium
1,0,16,1,11,104,393,0,0,0,1,medium
0,0,16,7,11,38,180,0,0,3,1,medium
0,0,16,4,11,107,338,0,1,0,0,medium
0,0,16,4,11,155,496,1,1,3,0,low
0,0,16,9,11,50,101,1,1,2,0,low
0,0,16,7,11,13,197,0,1,3,1,medium
1,1,16,3,11,22,263,1,1,0,0,low
0,0,16,6,11,182,71,1,1,0,0,low
1,1,16,2,11,38,92,0,1,2,1,medium
0,0,16,1,11,191,245,0,1,2,1,medium
0,0,16,3,11,52,184,0,0,2,1,medium
1,0,16,9,11,72,46,1,0,3,0,medium
1,1,16,9,11,16,71,1,1,3,0,low
0,0,16,1,11,71,75,1,0,2,0,low
1,0,16,9,11,91,284,0,1,0,0,medium
0,0,16,1,11,161,388,0,1,2,1,medium
1,1,16,5,11,144,119,0,0,3,0,medium
1,1,16,6,11,32,33,1,1,3,0,low
1,1,16,7,11,0,230,0,1,0,0,medium
0,0,16,4,11,108,264,1,1,1,0,low
0,0,16,3,11,123,319,1,0,3,0,low
1,0,16,10,11,144,263,0,1,1,1,high
0,0,16,1,11,13,53,0,1,3,1,medium
1,0,16,3,11,35,139,0,1,2,1,high
0,0,16,1,11,91,10,0,0,1,0,medium
1,0,16,5,11,137,492,0,1,1,1,high
1,1,16,6,11,166,66,1,0,2,0,low
0,0,16,8,11,164,425,0,1,0,0,medium
1,1,16,6,11,59,58,1,1,0,0,low
1,0,16,4,11,35,282,0,1,2,1,high
1,1,16,5,11,94,62,1,0,3,0,low
1,0,16,1,11,146,130,0,1,3,1,high
1,0,16,6,11,75,435,1,1,1,0,medium
1,1,16,5,11,34,238,1,1,3,0,low
0,0,16,9,11,47,62,0,0,0,0,medium
0,0,16,10,11,167,69,1,0,2,0,low
0,0,16,3,11,50,161,1,0,0,0,low
1,1,16,3,11,152,288,0,1,1,0,medium
1,1,16,10,11,114,176,1,1,3,0,low
0,0,16,3,11,168,410,1,1,2,0,low
1,0,16,1,11,134,159,1,0,3,1,medium
0,0,16,7,11,193,326,0,1,1,1,medium
0,0,16,7,11,28,307,1,1,3,0,low
1,1,16,7,11,140,243,0,0,2,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,6,11,57,421,0,0,3,0,medium
0,0,16,1,11,53,56,0,0,0,0,medium
0,0,16,1,11,148,380,1,1,2,0,low
1,0,16,1,11,165,273,1,0,2,0,medium
0,0,16,9,11,197,403,0,1,2,0,medium
0,0,16,2,11,53,353,1,1,3,0,low
0,0,16,9,11,162,222,1,1,2,0,low
0,0,16,5,11,188,367,0,0,2,0,medium
0,0,16,7,11,12,130,1,0,3,0,low
1,0,16,5,11,53,38,0,0,3,0,medium
0,0,16,3,11,76,459,1,0,3,0,low
1,1,16,1,11,106,20,1,1,0,0,low
0,0,16,0,11,0,0,0,0,0,1,medium
1,0,16,8,11,182,58,1,0,3,0,medium
1,1,16,5,11,90,213,1,0,1,0,low
1,1,16,8,11,134,245,0,0,3,0,medium
0,0,16,2,11,35,50,0,1,1,1,medium
1,0,16,4,11,72,318,1,1,1,1,medium
0,0,16,6,11,133,29,1,1,0,0,low
0,0,16,1,11,157,17,0,1,2,1,medium
1,0,16,7,11,48,62,1,1,2,0,medium
1,0,16,9,11,116,361,0,0,2,0,medium
0,0,16,3,11,29,18,1,0,1,0,low
0,0,16,9,11,111,313,0,1,1,0,medium
1,1,16,10,11,101,403,0,0,1,1,medium
1,0,16,2,11,165,37,0,1,2,1,high
1,1,16,3,11,19,368,0,0,3,1,medium
1,1,16,3,11,139,361,0,1,1,0,medium
1,1,16,5,11,92,153,0,0,3,1,medium
1,0,16,6,11,89,222,1,0,3,0,medium
0,0,16,3,11,107,463,1,0,3,0,low
1,0,16,6,11,182,51,1,1,0,1,medium
0,0,16,5,11,7,392,1,0,0,0,low
0,0,16,10,11,122,153,1,1,3,0,low
1,0,16,7,11,7,202,1,1,1,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,2,11,93,386,0,1,2,0,medium
0,0,16,6,11,199,197,1,0,0,0,low
0,0,16,10,11,14,149,0,1,3,0,medium
0,0,16,6,11,74,412,1,1,1,0,low
0,0,16,4,11,12,31,1,1,3,0,low
0,0,16,3,11,43,355,0,0,0,0,medium
0,0,16,9,11,15,349,0,1,0,0,medium
0,0,16,9,11,110,149,0,1,3,1,medium
1,0,16,8,11,33,61,1,1,3,0,medium
1,0,16,10,11,137,136,0,1,3,1,high
1,0,16,2,11,76,120,1,1,1,1,medium
1,1,16,3,11,22,465,0,1,2,1,medium
0,0,16,10,11,181,448,0,0,3,1,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,5,11,166,51,1,1,0,0,low
0,0,16,8,11,77,450,1,0,3,0,low
1,1,16,1,11,165,414,0,1,2,1,medium
0,0,16,4,11,60,242,1,1,1,0,low
0,0,16,3,11,107,12,1,1,1,0,low
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,0,11,0,0,1,0,0,0,low
1,0,16,4,11,42,1,1,1,1,0,medium
0,0,16,5,11,85,15,1,0,3,0,low
1,1,16,4,11,171,192,1,1,2,0,low
0,0,16,2,11,173,356,1,1,1,0,low
0,0,16,4,11,199,255,0,0,2,1,medium
1,0,16,3,11,99,41,0,0,0,1,medium
1,1,16,7,11,19,182,1,1,0,0,low
0,0,16,3,11,2,490,0,1,2,0,medium
1,1,16,7,11,164,276,0,1,1,1,medium
0,0,16,1,11,125,179,0,1,0,1,medium
0,0,16,8,11,141,424,0,1,3,1,medium
0,0,16,6,11,90,259,1,0,3,0,low
1,1,16,2,11,183,371,0,0,0,1,medium
1,1,16,8,11,200,133,1,0,0,0,low
0,0,16,3,11,4,421,1,1,0,0,low
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,6,11,126,488,1,0,0,0,low
1,0,16,8,11,183,307,0,1,0,0,medium
1,1,16,8,11,59,291,1,1,0,0,low
1,1,16,8,11,67,182,1,0,3,0,low
0,0,16,1,11,64,218,0,1,3,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,5,11,91,16,0,1,3,1,medium
0,0,16,0,11,0,0,0,0,0,1,medium
1,0,16,5,11,64,449,1,1,2,1,medium
1,1,16,8,11,174,195,1,0,1,0,low
1,1,16,5,11,121,34,1,1,3,0,low
0,0,16,3,11,8,243,0,1,0,1,medium
0,0,16,8,11,144,122,1,1,0,0,low
1,0,16,4,11,82,437,0,0,0,0,medium
0,0,16,8,11,9,348,1,1,0,0,low
0,0,16,5,11,109,482,1,0,2,0,low
1,0,16,10,11,109,385,0,1,1,1,high
0,0,16,6,11,53,152,1,1,1,0,low
0,0,16,10,11,144,407,0,0,2,0,medium
0,0,16,0,11,0,0,0,0,0,0,medium
0,0,16,7,11,60,493,0,0,1,1,medium
1,0,16,1,11,100,349,1,1,3,0,medium
1,0,16,6,11,106,474,0,0,1,1,medium
1,1,16,8,11,79,198,0,0,3,1,medium
1,0,16,6,11,112,268,1,0,2,1,medium
0,0,16,7,11,79,163,0,1,2,1,medium
1,0,16,4,11,120,438,1,0,1,0,medium
0,0,16,2,11,34,23,1,0,3,0,low
0,0,16,2,11,97,366,0,1,0,0,medium
0,0,16,4,11,54,113,0,0,0,1,medium
0,0,16,2,11,199,12,1,0,0,0,low
0,0,16,10,11,18,474,0,1,3,0,medium
1,0,16,4,11,196,434,1,1,1,0,medium
1,0,16,3,11,106,105,0,0,1,0,medium
1,1,16,5,11,158,244,1,1,3,0,low
0,0,16,6,11,38,280,1,0,3,0,low
1,1,16,10,11,184,188,0,1,1,1,medium
0,0,16,9,11,105,111,0,0,0,0,medium
1,1,16,4,11,128,439,1,0,1,0,low
0,0,16,9,11,85,124,0,0,2,1,medium
1,1,16,4,11,68,61,0,0,1,1,medium
0,0,16,4,11,79,353,0,1,0,0,medium
1,0,16,1,11,25,216,0,0,3,0,medium
0,0,16,9,11,82,438,0,0,0,0,medium
1,0,16,8,11,10,62,0,1,2,1,high
1,1,16,2,11,185,49,1,1,2,0,low
0,0,16,8,11,93,357,1,0,2,0,low
0,0,16,8,11,64,0,0,0,2,1,medium
1,1,16,10,11,159,172,0,0,0,1,medium
0,0,16,7,11,113,186,1,0,0,0,low
0,0,16,1,11,160,318,0,1,2,0,medium
1,0,16,4,11,169,298,1,0,2,0,medium
1,1,16,10,11,152,106,1,1,2,0,low
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,7,11,118,332,1,0,1,0,low
1,0,16,10,11,70,160,0,0,3,0,medium
1,1,16,7,11,27,451,1,1,2,0,low
0,0,16,0,11,0,0,0,0,0,0,medium
0,0,16,3,11,151,149,1,0,2,0,low
1,0,16,7,11,194,81,1,1,2,0,medium
0,0,16,3,11,14,390,1,1,1,0,low
1,1,16,6,11,174,253,1,0,2,0,low
0,0,16,6,11,179,139,0,1,0,1,medium
1,1,16,3,11,14,263,1,0,2,0,low
1,0,16,5,11,23,86,1,0,3,1,medium
0,0,16,2,11,196,397,1,0,2,0,low
0,0,16,2,11,158,400,1,0,2,0,low
0,0,16,2,11,155,359,0,1,3,1,medium
1,0,16,7,11,42,240,1,0,3,0,medium
0,0,16,8,11,183,65,0,1,3,1,medium
0,0,16,2,11,194,490,1,0,3,0,low
1,0,16,1,11,115,411,0,1,1,1,high
1,0,16,5,11,77,396,0,1,1,1,high
1,1,16,1,11,188,238,1,1,1,0,low
1,0,16,9,11,123,454,1,1,3,1,medium
0,0,16,6,11,23,404,0,0,3,0,medium
1,1,16,2,11,85,133,1,0,3,0,low
0,0,16,4,11,49,104,0,0,3,0,medium
0,0,16,8,11,43,376,1,1,2,0,low
0,0,16,0,11,0,0,0,0,0,1,medium
0,0,16,4,11,198,209,0,1,3,0,medium
0,0,16,8,11,146,228,1,0,1,0,low
1,1,16,4,11,156,57,0,0,3,1,medium
0,0,16,3,11,22,96,1,1,1,0,low
1,1,16,2,11,80,153,1,0,2,0,low
1,0,16,7,11,143,261,1,0,0,0,medium
0,0,16,6,11,18,258,0,1,0,1,medium
1,1,16,3,11,45,319,1,1,3,0,low
1,1,16,10,11,91,211,1,1,0,0,low
0,0,16,6,11,191,259,1,1,2,0,low
1,1,16,2,11,131,479,1,0,3,0,low
1,0,16,8,11,86,422,0,0,2,0,medium
0,0,16,1,11,179,253,1,1,1,0,low
0,0,16,7,11,124,239,0,0,3,1,medium
0,0,16,9,11,134,356,1,0,2,0,low
1,0,16,6,11,16,51,0,1,0,1,medium
0,0,16,5,11,160,122,0,0,1,0,medium
0,0,16,9,11,173,492,1,1,0,0,low
1,1,16,10,11,152,399,1,0,2,0,low
1,0,16,1,11,155,81,1,0,0,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
1,1,16,8,11,194,73,1,0,0,0,low
0,0,16,3,11,107,35,1,1,2,0,low
0,0,16,2,11,49,470,1,0,1,0,low
0,0,16,9,11,121,428,1,0,0,0,low
1,0,16,5,11,149,369,1,1,0,0,medium
1,1,16,7,11,33,213,0,0,3,0,medium
0,0,16,0,11,0,0,0,0,0,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,3,11,70,72,0,1,0,1,medium
0,0,16,2,11,119,478,0,0,1,0,medium
0,0,16,2,11,46,315,0,1,0,1,medium
0,0,16,3,11,186,103,0,1,0,0,medium
1,1,16,5,11,45,410,1,0,0,0,low
1,0,16,9,11,23,289,0,1,3,1,high
0,0,16,9,11,158,413,1,0,1,0,low
0,0,16,6,11,181,397,1,0,3,0,low
0,0,16,9,11,64,450,1,1,0,0,low
0,0,16,2,11,118,258,1,0,0,0,low
0,0,16,10,11,49,195,1,1,0,0,low
0,0,16,3,11,96,84,1,1,3,0,low
0,0,16,1,11,128,144,0,1,3,0,medium
0,0,16,5,11,139,97,1,0,2,0,low
1,0,16,8,11,55,326,1,1,2,0,medium
0,0,16,2,11,65,258,1,0,0,0,low
1,1,16,10,11,130,417,0,1,2,0,medium
1,0,16,10,11,7,264,1,0,0,0,medium
0,0,16,9,11,98,107,1,1,3,0,low
1,1,16,1,11,185,277,1,1,2,0,low
1,1,16,6,11,107,144,0,0,3,1,medium
0,0,16,7,11,95,283,1,0,1,0,low
0,0,16,8,11,70,345,0,1,3,0,medium
0,0,16,5,11,76,275,0,0,2,1,medium
1,1,16,9,11,131,326,1,1,0,0,low
1,1,16,2,11,37,262,0,0,3,1,medium
0,0,16,5,11,52,141,0,0,2,1,medium
1,0,16,10,11,193,211,0,1,3,1,high
0,0,16,6,11,198,492,0,0,0,1,medium
0,0,16,8,11,0,177,0,0,2,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,0,11,0,0,0,0,0,0,medium
0,0,16,3,11,181,221,0,0,3,0,medium
0,0,16,9,11,44,302,0,1,1,1,medium
1,1,16,5,11,55,156,0,0,0,0,medium
1,1,16,7,11,32,380,1,0,1,0,low
1,0,16,2,11,66,323,0,1,1,1,high
1,1,16,10,11,124,460,0,1,0,0,medium
0,0,16,7,11,37,19,0,1,1,0,medium
1,0,16,8,11,148,263,1,0,1,0,medium
0,0,16,6,11,114,151,1,1,3,0,low
1,0,16,3,11,37,234,0,0,2,0,medium
1,0,16,7,11,186,416,0,0,0,1,medium
0,0,16,7,11,159,460,1,0,0,0,low
0,0,16,10,11,9,191,1,1,0,0,low
0,0,16,2,11,63,259,0,0,0,1,medium
1,0,16,1,11,102,203,1,0,2,1,medium
0,0,16,2,11,142,239,0,1,1,0,medium
1,1,16,9,11,0,450,1,1,1,0,low
1,1,16,7,11,60,355,0,1,1,0,medium
1,0,16,1,11,137,255,1,1,3,1,medium
0,0,16,6,11,46,338,0,0,0,0,medium
0,0,16,4,11,92,80,1,1,1,0,low
0,0,16,0,11,0,0,0,0,0,0,medium
1,0,16,5,11,200,257,1,1,1,1,medium
0,0,16,10,11,85,181,0,0,0,0,medium
1,0,16,9,11,50,337,1,0,3,0,medium
0,0,16,6,11,136,106,0,1,2,1,medium
0,0,16,4,11,110,241,1,1,1,0,low
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,6,11,57,357,1,0,3,0,low
0,0,16,6,11,188,157,0,1,0,1,medium
1,1,16,4,11,126,182,0,1,1,1,medium
1,0,16,1,11,5,345,1,0,0,0,medium
1,1,16,4,11,44,457,0,0,3,0,medium
0,0,16,2,11,111,206,0,1,2,0,medium
1,1,16,6,11,33,351,1,0,1,0,low
0,0,16,9,11,175,300,1,1,3,0,low
0,0,16,9,11,128,477,0,1,3,0,medium
0,0,16,6,11,34,449,1,1,0,0,low
1,0,16,5,11,51,383,1,0,1,0,medium
1,0,16,3,11,65,287,1,0,2,0,medium
0,0,16,10,11,23,44,0,1,1,1,medium
0,0,16,10,11,188,163,1,1,0,0,low
0,0,16,0,11,0,0,0,0,0,0,medium
0,0,16,5,11,164,356,1,1,2,0,low
1,0,16,10,11,156,212,0,1,2,1,high
1,0,16,7,11,43,280,1,0,1,1,medium
0,0,16,0,11,0,0,1,0,0,0,low
1,0,16,3,11,98,295,0,0,2,1,medium
1,1,16,8,11,28,120,1,0,1,0,low
0,0,16,3,11,200,238,0,1,1,0,medium
0,0,16,2,11,57,498,0,0,0,0,medium
1,1,16,1,11,144,116,1,1,3,0,low
0,0,16,5,11,178,20,1,1,0,0,low
1,0,16,8,11,101,55,1,1,0,0,medium
0,0,16,3,11,134,295,1,0,0,0,low
0,0,16,8,11,92,249,1,0,2,0,low
0,0,16,0,11,0,0,1,0,0,0,low
0,0,16,5,11,83,320,0,1,1,0,medium
1,0,16,8,11,181,465,1,0,2,0,medium
1,0,16,7,11,4,1,0,1,2,1,high
1,0,16,4,11,78,270,0,1,1,1,high
1,1,16,8,11,180,398,0,0,3,0,medium
1,1,16,8,11,98,398,1,0,1,0,low
0,0,16,2,11,176,369,1,0,0,0,low
1,0,16,6,11,58,123,0,0,0,0,medium
0,0,16,0,11,0,0,1,0,0,0,low
1,1,16,5,11,191,258,1,1,1,0,low
1,1,16,4,11,165,284,1,1,3,0,low
1,1,16,1,11,44,189,0,0,0,0,medium
0,0,16,9,11,166,73,1,0,1,0,low
0,0,16,5,11,152,10,1,1,0,0,low
1,0,16,3,11,185,375,1,1,0,1,medium
1,1,16,10,11,91,211,0,0,1,1,medium
0,0,16,5,11,78,117,1,0,2,0,low
0,0,16,4,11,130,172,1,0,0,0,low
1,1,16,10,11,80,330,1,0,3,0,low
1,1,15,2,10,116,214,1,0,3,0,low
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,6,10,165,170,0,0,2,0,medium
1,1,15,10,10,74,110,0,1,2,0,medium
0,0,15,6,10,124,305,1,0,0,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
0,0,15,7,10,6,357,1,1,3,0,low
1,0,15,8,10,53,158,0,1,0,1,medium
1,0,15,2,10,96,101,1,0,0,0,medium
0,0,15,10,10,123,316,1,1,0,0,low
1,0,15,9,10,182,448,0,0,3,1,medium
1,0,15,9,10,153,189,0,0,3,0,medium
1,0,15,4,10,16,109,0,1,1,1,high
1,0,15,9,10,12,0,1,1,0,1,medium
1,1,15,4,10,15,187,0,1,3,0,medium
1,0,15,2,10,154,304,0,0,1,1,medium
1,1,15,10,10,12,100,1,1,0,0,low
1,0,15,2,10,4,406,1,1,1,0,medium
0,0,15,2,10,91,431,0,1,0,1,medium
1,0,15,5,10,32,394,1,1,0,1,medium
1,1,15,8,10,132,6,1,0,3,0,low
1,1,15,9,10,107,431,1,0,0,0,low
1,1,15,4,10,127,41,1,1,2,0,low
1,0,15,4,10,123,456,1,0,0,1,medium
1,0,15,1,10,113,99,0,0,0,1,medium
1,0,15,8,10,86,207,1,0,1,1,medium
1,1,15,10,10,15,45,0,0,3,0,medium
1,1,15,7,10,86,101,0,0,0,1,medium
0,0,15,7,10,53,58,1,0,2,0,low
1,1,15,8,10,188,36,1,1,0,0,low
1,1,15,7,10,82,223,0,0,1,1,medium
0,0,15,5,10,19,32,1,1,2,0,low
0,0,15,9,10,35,160,0,1,3,1,medium
0,0,15,7,10,24,26,0,1,0,0,medium
0,0,15,8,10,196,403,1,0,0,0,low
1,0,15,7,10,196,386,0,1,2,1,high
0,0,15,4,10,97,24,1,1,3,0,low
0,0,15,2,10,153,117,1,1,1,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
1,0,15,6,10,172,380,0,0,3,0,medium
1,0,15,7,10,2,436,0,1,1,1,high
1,0,15,7,10,154,176,0,1,0,1,medium
1,0,15,10,10,177,84,0,1,2,1,high
0,0,15,3,10,64,102,1,0,3,0,low
1,0,15,2,10,114,140,0,1,1,1,high
0,0,15,5,10,114,243,1,0,1,0,low
1,0,15,7,10,126,71,1,0,2,1,medium
1,0,15,7,10,167,265,0,0,1,1,medium
0,0,15,7,10,112,217,1,1,0,0,low
0,0,15,2,10,82,275,1,0,3,0,low
1,0,15,5,10,30,164,1,0,2,0,medium
0,0,15,2,10,134,100,0,0,2,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
1,1,15,1,10,110,252,0,1,3,1,medium
0,0,15,5,10,97,304,0,1,1,1,medium
0,0,15,0,10,0,0,1,0,0,0,low
1,0,15,9,10,136,14,0,0,3,1,medium
0,0,15,9,10,60,285,1,1,1,0,low
0,0,15,6,10,115,349,1,1,3,0,low
1,1,15,4,10,39,398,0,1,1,1,medium
1,0,15,5,10,186,271,0,1,2,1,high
1,0,15,4,10,58,234,0,0,3,1,medium
0,0,15,1,10,87,188,1,0,0,0,low
0,0,15,3,10,190,217,1,1,1,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
0,0,15,6,10,55,64,1,0,1,0,low
0,0,15,1,10,94,174,0,0,1,1,medium
1,0,15,9,10,104,26,1,1,1,1,medium
0,0,15,2,10,198,144,0,0,3,1,medium
1,1,15,1,10,73,118,1,0,0,0,low
0,0,15,3,10,133,45,1,0,0,0,low
1,0,15,7,10,26,12,1,1,3,1,medium
0,0,15,1,10,38,419,1,0,2,0,low
0,0,15,2,10,149,31,1,1,2,0,low
1,1,15,3,10,63,337,1,1,0,0,low
1,1,15,5,10,105,405,1,1,2,0,low
1,1,15,1,10,43,135,0,0,1,0,medium
0,0,15,10,10,49,485,0,0,1,1,medium
1,0,15,8,10,197,459,1,1,2,1,medium
0,0,15,3,10,197,235,1,0,0,0,low
1,0,15,7,10,28,466,1,0,1,0,medium
0,0,15,2,10,190,38,1,1,1,0,low
0,0,15,8,10,151,253,0,1,1,1,medium
0,0,15,5,10,102,30,1,1,3,0,low
1,1,15,9,10,89,99,0,0,0,1,medium
1,1,15,3,10,133,291,0,1,3,1,medium
1,0,15,10,10,2,116,0,1,2,1,high
0,0,15,0,10,0,0,1,0,0,0,low
1,1,15,8,10,168,288,0,0,3,1,medium
1,0,15,1,10,17,161,0,0,3,0,medium
1,0,15,3,10,87,361,1,1,1,0,medium
0,0,15,4,10,75,394,0,0,1,1,medium
0,0,15,6,10,148,285,1,1,1,0,low
0,0,15,1,10,76,242,1,0,2,0,low
1,0,15,5,10,121,263,0,0,3,0,medium
1,1,15,8,10,81,132,0,0,2,0,medium
0,0,15,7,10,30,438,0,0,3,0,medium
0,0,15,0,10,0,0,1,0,0,0,low
0,0,15,9,10,178,233,1,0,2,0,low
0,0,15,3,10,152,113,1,0,0,0,low
0,0,15,0,10,0,0,0,0,0,1,medium
1,0,15,10,10,1,279,0,1,0,1,medium
1,0,15,6,10,51,18,1,1,2,1,medium
1,1,15,1,10,180,297,0,1,0,0,medium
0,0,15,7,10,71,283,1,0,2,0,low
0,0,15,9,10,186,140,0,0,0,1,medium
0,0,15,6,10,160,218,0,1,2,0,medium
0,0,15,2,10,13,250,1,0,3,0,low
0,0,15,6,10,64,300,1,1,1,0,low
0,0,15,5,10,34,41,1,1,2,0,low
0,0,15,7,10,6,68,0,0,3,1,medium
0,0,15,2,10,196,48,1,0,0,0,low
0,0,15,5,10,176,387,0,1,1,0,medium
0,0,15,10,10,13,323,1,0,1,0,low
1,0,15,5,10,18,185,0,0,1,0,medium
0,0,15,5,10,167,472,0,1,3,0,medium
0,0,15,7,10,4,204,1,0,3,0,low
0,0,15,10,10,13,441,1,1,1,0,low
1,1,15,8,10,55,461,0,1,3,1,medium
1,1,15,4,10,181,51,1,0,1,0,low
0,0,15,0,10,0,0,0,0,0,0,medium
0,0,15,5,10,137,117,1,1,2,0,low
0,0,15,3,10,9,161,0,0,1,0,medium
0,0,15,3,10,150,313,1,1,0,0,low
1,0,15,4,10,61,388,1,0,3,1,medium
1,0,15,3,10,22,204,0,0,0,1,medium
0,0,15,3,10,77,365,0,1,3,1,medium
1,0,15,10,10,99,293,0,0,3,1,medium
1,0,15,4,10,98,76,0,0,1,0,medium
